address,link_face,link_twitter,listed_in,name,phone,url,web
"850 Massachusetts Avenue, Indianapolis, IN 46204",https://facebook.com/bottleworkshotel,,INDIANA,Bottleworks Hotel – Indianapolis,317-556-1234,https://www.spaindex.com/listings/bottleworks-hotel-indianapolis/,https://spaindex.link/BottleworksHotel
"1 Bellevue Avenue, Newport, RI 02840, USA",https://facebook.com/HotelViking,https://twitter.com/HotelViking,RHODE ISLAND,Hotel Viking and SpaFjör – Newport,401-847-3300,https://www.spaindex.com/listings/hotel-viking-ri/,https://www.hotelviking.com/
"455 Madison Avenue, New York, NY 10022, USA",https://facebook.com/TheNewYorkPalace,https://twitter.com/NewYorkPalaceNY,"NEW YORK, New York City",New York Palace – Midtown NYC,,https://www.spaindex.com/listings/palace-new-york/,www.lottenypalace.com/
"2444 North Elston Avenue, Chicago, IL 60647",https://facebook.com/%20TheHotelatMidtown,https://twitter.com/%20hotelatmidtown,ILLINOIS,The Hotel at Midtown – Chicago,773-687-7600`,https://www.spaindex.com/listings/hotel-midtown-chicago/,https://www.midtownhotelchicago.com/
"15 South River Lane, Geneva, IL 60134, USA",https://facebook.com/herringtoninn,https://twitter.com/HerringtonInn,ILLINOIS,Herrington Inn and Spa – Chicagoland,630-208-7433 ,https://www.spaindex.com/listings/herrington-inn-and-spa-geneva/,https://www.herringtoninn.com/
"1811 Pullen Road, Sevierville, TN 37862",https://facebook.com/BlueMtnMist,https://twitter.com/bluemtnmist,TENNESSEE,Blue Mountain Mist Country Inn & Spa – Smokies,800-497-2335,https://www.spaindex.com/listings/blue-mountain-mist-country-inn-spa-smokies/,spaindex.link/BlueMountainMist
"1 Woodridge Road, Glen Arbor, MI 49636, USA",https://facebook.com/thehomesteadmi,https://twitter.com/thehomesteadmi,MICHIGAN,Homestead Resort and Spa – Lake Michigan,231-334-5100 ,https://www.spaindex.com/listings/homestead-resort-and-spa-michigan/,https://www.thehomesteadresort.com/
"63 Main Street, Rosemary Beach, FL 32461",https://facebook.com/ThePearlRB,,FLORIDA,The Pearl Hotel and Spa – Rosemary Beach,(850) 588-2881,https://www.spaindex.com/listings/pearl-hotel-florida/,https://www.thepearlrb.com/
"212 Dollywood Lane, Pigeon Forge, TN 37863, USA",https://facebook.com/RiverStoneResort,https://twitter.com/RiverStonePF,TENNESSEE,RiverStone Resort and Spa – Pigeon Forge,866-908-0660 ,https://www.spaindex.com/listings/riverstone-resort-and-spa/,spaindex.link/RiverStoneResort
"888 Resorts World Drive, Monticello, NY 12701",https://facebook.com/resortsworldcatskills,https://twitter.com/rwcatskills,"NEW YORK, New York State",Resorts World – Catskills,833-586-9358,https://www.spaindex.com/listings/resorts-world-catskills/,https://rwcatskills.com/?SpaIndex.com
"1300 Tuyuna Trail, Santa Ana Pueblo, New Mexico, 87004",https://facebook.com/hyatt.tamaya,https://twitter.com/Tamaya_Resort,NEW MEXICO,Hyatt Regency Tamaya Resort and Spa – Albuquerque,505-867-1234,https://www.spaindex.com/listings/hyatt-regency-tamaya-resort-and-spa/,tamaya.hyatt.com/
"100 River Oaks Drive Wetumpka, AL 36092",https://facebook.com/windcreekwetumpka,https://twitter.com/windcreekcasino,ALABAMA,Wind Creek Hotel Casino Spa – Wetumpka,,https://www.spaindex.com/listings/wind-creek-wetumpka/,https://spaindex.link/WindCreekResorts
"303 Poarch Road, Atmore, AL 36502, USA",https://facebook.com/WindCreekCasino,https://twitter.com/windcreekcasino,ALABAMA,Wind Creek Hotel Casino Spa – Atmore,,https://www.spaindex.com/listings/wind-creek-hotel-casino-spa-alabama/,https://spaindex.link/WindCreekResorts
"77 Wind Creek Blvd, Bethlehem, PA 18015",https://facebook.com/WindCreekBethlehem,https://twitter.com/wcbethlehem,PENNSYLVANIA,Wind Creek Hotel Casino Spa – Bethlehem,877-726-3777,https://www.spaindex.com/listings/wind-creek-bethlehem/,https://spaindex.link/WindCreekResorts
"1801 Eddie L Tullis Road, Montgomery, AL 36117",https://facebook.com/WindCreekMontgomery,https://twitter.com/WindCreekBBKing,ALABAMA,Wind Creek Hotel Casino Spa – Montgomery,,https://www.spaindex.com/listings/wind-creek-montgomery/,https://spaindex.link/WindCreekResorts
"Peek’n Peak Resort, 1405 Olde Road Clymer, NY 14724",https://facebook.com/peeknpeak,https://twitter.com/peeknpeak,"NEW YORK, New York State, PENNSYLVANIA",Peek’n Peak Resort and Spa – Clymer, (716) 355-4141,https://www.spaindex.com/listings/peekn-peak-resort-and-spa-clymer/,https://www.pknpk.com/?SpaIndex.com
"312 Woodland Rd, Mount Pocono, Pennsylvania 18344",https://facebook.com/MountAiryCasino,https://twitter.com/mountairycasino,PENNSYLVANIA,Mount Airy Casino Resort Spa – Poconos,877-682-4791,https://www.spaindex.com/listings/mount-airy-poconos/,https://mountairycasino.com/?SpaIndex.com
"38 Deborah Drive, Leola, PA 17540",https://facebook.com/leola.villageinn,,PENNSYLVANIA,Inn at Leola Village – Lancaster,717-656-7002,https://www.spaindex.com/listings/inn-leola-village/,https://www.theinnatleolavillage.com/?SpaIndex.com
"6208 Paradise Valley Road, Cresco, PA 18326",https://facebook.com/CoveHavenEntertainmentResorts,,PENNSYLVANIA,Paradise Stream Resort – Poconos,800-432-9932,https://www.spaindex.com/listings/paradise-stream-poconos/,https://spaindex.link/PoconosResorts
"200 S Broad Street, Philadelphia, PA 19102",https://facebook.com/bellevuephiladelphia,https://twitter.com/ArturKirshSalon,PENNSYLVANIA,The Bellevue – Philadelphia,Hotel: 402-592-6446  Salon Spa:  267-514-8000,https://www.spaindex.com/listings/bellevue-philadelphia/,https://bellevuephiladelphia.com/?SpaIndex.com
"206 Fantasy Road, East Stroudsburg, PA 18302",https://facebook.com/CoveHavenEntertainmentResorts,,PENNSYLVANIA,Pocono Palace Resort – Echo Lake,800-432-9932,https://www.spaindex.com/listings/pocono-palace/,https://spaindex.link/PoconosResorts
"1218 Broadway Blvd NE, Albuquerque, NM 87102",https://facebook.com/albuquerque.baths,,NEW MEXICO,Love’s Healing Touch Bath & Day Spa – Albuquerque Baths,505-289-0495,https://www.spaindex.com/listings/albuquerque-baths-nm/,https://www.loveshealingtouch.com/
"494 Tan Tar A Drive, Osage Beach, Missouri 65065",https://facebook.com/MVLakeResort,https://twitter.com/MVLakeResort,MISSOURI,Margaritaville Lake Resort – Lake of the Ozarks,,https://www.spaindex.com/listings/margaritaville-resort-ozarks/,https://www.margaritavilleresortlakeoftheozarks.com/
"22878 Pacific Coast Highway, Malibu, CA 90265",,,"CALIFORNIA, Southern California",Malibu Beach Inn,310-651-7777,https://www.spaindex.com/listings/malibu-beach-inn/,https://spaindex.link/MalibuBeachInn
"194 Lakeview Drive, Lakeville, PA 18438",https://facebook.com/CoveHavenEntertainmentResorts,,PENNSYLVANIA,Cove Haven Resort – Poconos,800-432-9932,https://www.spaindex.com/listings/cove-haven-resort-pa/,https://spaindex.link/PoconosResorts
"17908 Cottonwood Drive, Parker, CO 80134, USA",https://facebook.com/banyababy,,COLORADO,Izbushka Spa – Parker,720-408-1470,https://www.spaindex.com/listings/izbushka-spa-parker/,https://www.izbushkaspaparker.com/
"149 Wentworth Street, Charleston, SC 29401, USA",https://facebook.com/wentworthmansion,https://twitter.com/WWMansionChas,SOUTH CAROLINA,Wentworth Mansion & Spa – Charleston,843-853-1886,https://www.spaindex.com/listings/wentworth-mansion-charleston/,https://www.wentworthmansion.com/
"12309 Olive Blvd Creve Coeur, MO 63141",https://facebook.com/eternity.med.spa,,MISSOURI,Eternity Med Spa – St Louis,(314) 469-2946,https://www.spaindex.com/listings/eternity-med-spa/,https://www.eternitymedspastl.com/
"25939 East 1000th Road, Pleasanton, KS 66075-4032",https://facebook.com/CedarCrestLodge,https://twitter.com/CedarCrestLodge,KANSAS,Cedar Crest Lodge – Pleasanton,913-352-6533,https://www.spaindex.com/listings/cedar-crest-lodge-pleasanton/,cedarcrestlodge.com/
"24-20 Broadway, Fair Lawn, NJ 07410",,,NEW JERSEY,BRC Day Spa and Sauna Resort – Fair Lawn,201-797-3002,https://www.spaindex.com/listings/brc-spa-sauna-fair-lawn/,https://spaindex.link/BRCSpaSauna
"7425 Washington Street, Kansas City, MO 64114",https://facebook.com/KCEliteAesthetics,,"KANSAS, MISSOURI",Kristine Kay Skin Spa – Kansas City,(913) 515-8212,https://www.spaindex.com/listings/kristine-kay-skin-spa-kc/,https://kristinekay.com/
"3115 SW Huntoon Blvd, Topeka, KS 66604",https://facebook.com/customskinspa,,KANSAS,Customskin MedSpa – Topeka,(785) 783-2253,https://www.spaindex.com/listings/customskin-medspa-topeka/,https://www.customskinmedspa.com/
"10550 Quivira Road, Lenexa, KS 66214, USA",https://facebook.com/KCEliteAesthetics,,"KANSAS, MISSOURI",Elite Aesthetics Consulting – Kansas City,913-322-6840,https://www.spaindex.com/listings/elite-aesthetics-kc/,https://www.kceliteaesthetics.com/
"12801 Tamar Drive, Desert Hot Springs, CA 92240",https://facebook.com/lidopalms,,"CALIFORNIA, Southern California",Lido Palms Mineral Water Resort & Spa – Desert Hot Springs,760-329-6033,https://www.spaindex.com/listings/lido-palms-desert-hot-springs/,https://spaindex.link/LidoPalmsResort
"15951 Captiva Drive, Captiva, FL 33924, USA",https://facebook.com/tweenwaters,https://twitter.com/tweenwatersinn,FLORIDA,‘Tween Waters Island Resort and Spa – Captiva Island,,https://www.spaindex.com/listings/tween-waters-captiva-island/,https://tween-waters.com/
"149 Union Ave, Memphis, TN 38103",https://facebook.com/peabodyducks,https://twitter.com/peabodymemphis,"TENNESSEE, Best of Memphis Awards",The Peabody Memphis – Hotel and Spa,(901) 529-4000,https://www.spaindex.com/listings/peabody-memphis-hotel-and-spa/,https://www.peabodymemphis.com/
"9301 West Fort Island Trail, Crystal River, FL 34429, USA",https://facebook.com/PlantationOnCrystalRiver,https://twitter.com/PlantationonCR,FLORIDA,Plantation on Crystal River,,https://www.spaindex.com/listings/plantation-on-crystal-river-florida/,www.plantationoncrystalriver.com
"9939 Universal Boulevard, Orlando, Florida 32819 ",https://facebook.com/rosenshinglecreek,https://twitter.com/RosenHotels,FLORIDA,Rosen Shingle Creek – Orlando,(407) 996-9939,https://www.spaindex.com/listings/rosen-shingle-creek-resort-spa/,www.rosenshinglecreek.com/
"500 Palm Avenue, Boca Grande, FL 33921, USA",https://facebook.com/GasparillaInn,,FLORIDA,Gasparilla Inn & Club – Barrier Island,,https://www.spaindex.com/listings/gasparilla-inn-club-florida/,spaindex.link/GasparillaInn
"212 East Main Street, Ashland, OR 97520, USA",https://facebook.com/ashlandspringshotel,https://twitter.com/Ashlandsprings,OREGON,Ashland Springs Hotel – Ashland,1-888-795-4545,https://www.spaindex.com/listings/ashland-springs-hotel-oregon/,https://www.ashlandspringshotel.com/
"61 Hawks Cay Boulevard, Duck Key, FL 33050, USA",https://facebook.com/hawkscayresort,https://twitter.com/HawksCayResort,FLORIDA,Hawks Cay Island Resort – Duck Key,,https://www.spaindex.com/listings/hawks-cay-island-resort-florida/,https://www.hawkscay.com/
"40 South Heimrich Dufur, OR 97021",https://facebook.com/BalchHotel,https://twitter.com/balchhotel,OREGON,Historic Balch Hotel – Dufur,541-467-2277 ,https://www.spaindex.com/listings/historic-balch-hotel/,https://www.balchhotel.com/
"50 West Washington Street, Indianapolis, IN 46204, USA",https://facebook.com/conradindy,https://twitter.com/conradindy,INDIANA,Conrad Indianapolis,,https://www.spaindex.com/listings/conrad-indianapolis/,https://www.conradindianapolis.com/
"155 Alain White Road, Morris, CT 06763, USA",https://facebook.com/winvianfarm,https://twitter.com/winvian,CONNECTICUT,Winvian Cottages and Spa – Litchfield Hills,860-393-3021 ,https://www.spaindex.com/listings/winvian-cottages-and-spa/,https://www.winvian.com/
"777 Blue Chip Drive, Michigan City, IN 46360, USA",https://facebook.com/BlueChipCasino,https://twitter.com/BlueChipCasino,INDIANA,Blue Chip Casino Hotel & Spa – Michigan City,,https://www.spaindex.com/listings/blue-chip-casino-hotel-spa-indiana/,https://spaindex.link/BlueChipCasino
"Pine Beach Peninsula, East Gull Lake, MN 56401, USA",https://facebook.com/maddensresort,https://twitter.com/maddensresort,MINNESOTA,Madden’s on Gull Lake – Minnesota Lakes,218-829-2811  800-233-2934,https://www.spaindex.com/listings/maddens-on-gull-lake-minn/,https://www.maddens.com/
"88 Franklin Street, New York, NY 10013",https://facebook.com/AireAncientBathsUS,,"NEW YORK, New York City",Aire Ancient Baths – NYC,646-503-1910,https://www.spaindex.com/listings/aire-ancient-baths-nyc/,https://spaindex.link/AireAncientBaths
"525 Boston Post Road, Westbrook, CT 06498, USA",https://facebook.com/WatersEdgeResortAndSpa,https://twitter.com/WatersEdgeCT,CONNECTICUT,Water’s Edge Resort and Spa – Westbrook,860-399-5901,https://www.spaindex.com/listings/waters-edge-resort-and-spa-conn/,www.watersedgeresortandspa.com
"174 N CR 600 W, Valparaiso, IN 46385",,,INDIANA,Songbird Prairie B & B – Valparaiso, 219-759-4274 ,https://www.spaindex.com/listings/songbird-prairie-b-b-valparaiso/,https://www.songbirdprairie.com/
"140 Wayne Street, Jersey City, NJ 07302",,,NEW JERSEY,Gaia’s Cavern – Jersey City,201-435-0752,https://www.spaindex.com/listings/gaias-cavern-jersey-city/,https://www.gaiascavern.com/
"3301 45th Street South, Fargo, ND 58104",https://facebook.com/MyChapterStudio,https://twitter.com/mychapterstudio,NORTH DAKOTA,Chapter Aesthetic Studio – Fargo,701-356-7546,https://www.spaindex.com/listings/chapter-aesthetic-studio-fargo/,https://www.mychapter.com/
"2001 W Willow Knolls Dr, Peoria, IL 61614, USA",https://facebook.com/vanillasugarfaceandbody,,ILLINOIS,Vanilla Sugar Face and Body – Peoria,309-219-1140,https://www.spaindex.com/listings/vanilla-sugar-face-and-body-peoria/,https://www.vanillasugarfaceandbody.com/
"56 South Park Street, Montclair, NJ 07042, USA",https://facebook.com/WoodhouseSpaMontclair,https://twitter.com/WoodhouseNJ,NEW JERSEY,Woodhouse Day Spa – Montclair,973-509-8488,https://www.spaindex.com/listings/woodhouse-day-spa-montclair/,montclair.woodhousespas.com
"73 Broad Street, Red Bank, NJ 07701, USA",https://facebook.com/woodhousesparedbank,https://twitter.com/thewoodhousespa,NEW JERSEY,Woodhouse Day Spa – Red Bank,732-345-7300,https://www.spaindex.com/listings/woodhouse-day-spa-red-bank/,redbank.woodhousespas.com
"420 Springfield Ave., Summit, New Jersey 07901",https://facebook.com/TheWoodhouseDaySpaSummit,https://twitter.com/summitwoodhouse,NEW JERSEY,Woodhouse Day Spa – Summit,(908) 608-1120,https://www.spaindex.com/listings/woodhouse-day-spa-summit/,summit.woodhousespas.com
"127 West Huran at La Salle, Chicago, IL 60654",https://facebook.com/%20,https://twitter.com/%20,ILLINOIS,Godfrey Hotel – Spa Boutique – Chicago,312-649-2000,https://www.spaindex.com/listings/godfrey-hotel-spa-boutique-chicago/, https://www.godfreyhotelchicago.com/
"13899 Bishops Cap, Sisters, OR 97759",https://facebook.com/BlackButteRanch,https://twitter.com/BlackButteRanch,OREGON,Black Butte Ranch – Oregon,,https://www.spaindex.com/listings/black-butte-ranch/,https://www.blackbutteranch.com/
"3012 Fairfield Avenue, Black Rock, CT 06605",https://facebook.com/AlchemySkinSpa,,CONNECTICUT,Alchemy Skin Spa – Bridgeport,203-763-1552,https://www.spaindex.com/listings/alchemy-skin-spa-bridgeport/,alchemyskinspa.com/
"2400 Mystic Lake Boulevard Northwest, Prior Lake, MN 55372, USA",https://facebook.com/mysticlake,https://twitter.com/mysticlake,MINNESOTA,Mystic Lake Casino Hotel & Spa – Minnesota Lakes,800-813-7349,https://www.spaindex.com/listings/mystic-lake-casino-hotel-spa-minnesota/,https://mysticlake.com/
"502 Cleveland Boulevard, Chippewa National Forest, Walker, MN 56484, USA",https://facebook.com/chaseonthelake,https://twitter.com/chaseonthelake,MINNESOTA,Chase on the Lake – Minnesota Lakes,(218) 547-7777,https://www.spaindex.com/listings/chase-on-the-lake-walker/,https://www.chaseonthelake.com/
"1200 East Shore Drive, Detroit Lakes, MN 56501, USA",https://facebook.com/TheLodgeonLakeDetroit,https://twitter.com/LodgeonLD,MINNESOTA,Lodge on Lake Detroit – Minnesota Lakes,,https://www.spaindex.com/listings/lodge-on-lake-detroit/,https://thelodgeonlakedetroit.com/
"300 Broad Street, Chattanooga, TN 37402, USA",https://facebook.com/NaturalBodySpaandShop,,TENNESSEE,Natural Body Spa – Chattanooga,423-266-6288,https://www.spaindex.com/listings/natural-body-spa-downtown-chattanooga/,https://spaindex.link/NaturalBodySpas
"25039 Tame Fish Lake Road, Deerwood, MN 56444, USA",https://facebook.com/Ruttgers,https://twitter.com/Ruttgers,MINNESOTA,Ruttger’s Bay Lake Lodge and Spa – Minnesota Lakes,218-444-3463,https://www.spaindex.com/listings/ruttgers-bay-lake-lodge-and-spa/,https://www.ruttgers.com/
"2100 Arrowwood Lane, Alexandria, MN 56308, USA",https://facebook.com/arrowwoodresort,https://twitter.com/arrowwoodresort,MINNESOTA,Arrowwood Resort & Conference Center – Minnesota Lakes,866-386-5263,https://www.spaindex.com/listings/arrowwood-resort-conference-center/,https://arrowwoodresort.com/
"1202 Hixson Pike, Chattanooga, TN 37405, USA",https://facebook.com/NaturalBodySpaandShop,,TENNESSEE,Natural Body Spa Riverview – Chattanooga,423-756-2639,https://www.spaindex.com/listings/natural-body-spa-riverview-chattanooga/,https://spaindex.link/NaturalBodySpas
"2638 West Chicago Avenue, Chicago, IL 60622",https://facebook.com/AireAncientBathsUS,,ILLINOIS,Aire Ancient Baths – Chicago,312-888-7099,https://www.spaindex.com/listings/aire-ancient-baths-chicago/,https://spaindex.link/AireAncientBaths
"2001 Division Street Nashville, Tennessee 37203",,,TENNESSEE,Woodhouse Day Spa – Nashville,(615) 717-7511,https://www.spaindex.com/listings/woodhouse-day-spa-nashville/,https://nashville.woodhousespas.com/
"7305 Jarnigan Rd Suite 110 Chattanooga, TN 37421",https://facebook.com/blendsalonandspa/,,TENNESSEE,Blend Salon & Spa – Chattanooga,423-648-4999,https://www.spaindex.com/listings/blend-salon-spa-chattanooga/,https://blendchatt.com/
"1025 Woodruff Road, Suite J101 Greenville, South Carolina 29607",,,SOUTH CAROLINA,Woodhouse Day Spa – Greenville,(864) 900-0087,https://www.spaindex.com/listings/woodhouse-day-spa-greenville/,https://greenville.woodhousespas.com/
